alpha,beta,gamma,mean_latency,average_hop_count,link_churn
0.3745401188473625,0.9507143064099162,0.7319939418114051,0.04391090618659975,15.26799440498903,189252
0.5986584841970366,0.15601864044243652,0.15599452033620265,0.04548032749962228,15.112241802810871,131728
0.05808361216819946,0.8661761457749352,0.6011150117432088,0.04383536542249236,18.64701909599257,259058
0.7080725777960455,0.020584494295802447,0.9699098521619943,0.04564798739373576,15.061454289862906,137406
0.8324426408004217,0.21233911067827616,0.18182496720710062,0.04543586244740553,15.163493935990775,131173
0.18340450985343382,0.3042422429595377,0.5247564316322378,0.0453564370103016,15.10336091489756,134114
0.07379597879796315,0.8207749419988746,0.5304998266764442,0.04389982215968102,18.792599124182097,252463
0.13136605061427717,0.8548873307506084,0.604491421977605,0.04374489326947116,18.816665470242544,244164
0.6505228989249303,0.03936939521308605,0.9398779176660541,0.04564612524929288,15.063867698888233,137243
0.6470303952974944,0.03102767404604022,0.8719263459680056,0.045641475674441906,15.064860482766885,137102
0.7660333383555002,0.22218217247173233,0.21874829620687114,0.04547847869563708,15.105977219730109,131868
0.8410110548599202,0.20655669655886413,0.16676978242763618,0.045441583544833,15.259025495709531,130421
0.0574399510959058,0.818895120330873,0.5814594834296156,0.04385580451529786,18.689394869946035,257916
0.18422216192522295,0.8720682452290315,0.5163394142094683,0.04377245113023474,18.123743329270805,238162
0.6667270973946701,0.020115281192270223,0.9060318176507561,0.04563837178236584,15.058119253176104,137408
0.6811067133669737,0.09091937133788361,0.986441923621864,0.04563843250654128,15.081962062897523,137021
0.7990501786987882,0.1910960777663034,0.18333295399781438,0.045452759025746,15.125085167673076,131186
0.8897883112160382,0.18259798466659963,0.15748683359444532,0.045460001847187036,15.291635054482494,130071
0.12890541322492155,0.8122579140249979,0.5569657053291782,0.0436968813679207,18.731423485929703,243768
0.2520341633537641,0.8684677391500147,0.5665160591040694,0.04351528196004018,16.583822635351904,219834
0.7436289257179686,0.018323979236772647,0.9842640004414565,0.04564042771481365,15.056546354256398,137362
0.5357398421901829,0.06121040641103141,0.9103841710626647,0.045645152728063285,15.07627511338556,137153
0.8748379436927448,0.18718602349337474,0.058108387864400673,0.04551814122341974,15.985857903453711,120576
0.8788047168241626,0.20045361324218694,0.23138153583152113,0.045504481204415685,15.102849501188626,131405
0.22612065244008173,0.8280430590053554,0.5414282069248426,0.043631068491921186,17.10515673865063,224503
0.2978042692388678,0.8849052946329989,0.5400280489157175,0.04352316108902198,15.849268603774817,208925
0.7085262710241009,0.0019408719068842346,0.9646585927848486,0.045639756167094654,15.055979568266364,137516
0.6704531783113626,0.03312999309000145,0.9973167640504509,0.04564709191657967,15.06041452639684,137133
0.8538056775544769,0.17005029766703628,0.017994524403319723,0.04489961311614307,17.22989167310077,98106
0.8667736581094444,0.20738856633410166,0.1524176829249272,0.04544901362335804,15.303204165612042,129251
0.30653315988045976,0.8977828141691372,0.5363057531274091,0.04352844780655425,15.818391343064961,206911
0.20186570847391574,0.8835796008605381,0.5430395594127688,0.04370474978627853,17.788925942587234,235215
0.7461229226584396,0.04149246925903659,0.9191892200451116,0.045647809629784854,15.068557796679508,137300
0.6625550593124108,0.07943759215776121,0.9254959281680367,0.04563897036827279,15.077157693308468,137335
0.8630373704810921,0.18304443737945744,0.05708566799218524,0.04551391480457383,15.9859834305007,120564
0.7919581420105728,0.10402746701282246,0.04409160268416461,0.04555667371539692,15.954375996576985,121219
0.32138239354211906,0.910307456686431,0.553628163602258,0.04361829140766589,15.694581528062264,203252
0.27253192380153524,0.9093954990271874,0.5509593767923432,0.04348219606150226,16.346001045408812,217855
0.7104053517571212,0.13478119481627443,0.942880866090701,0.04562898322276638,15.086277582450455,136947
0.6865577477983071,0.07432014969072807,0.8704551365337455,0.045638786404906984,15.06441208959108,136865
0.9023916006682147,0.24097421632982766,0.01605155207459972,0.044662749205568154,17.48155990486743,85129
0.9112061769433082,0.20368348372628237,0.09818867599190975,0.04561585697486726,15.769169089647079,124349
0.3673715729342326,0.8971260932270438,0.5132725685744687,0.04406844706945894,15.181374051457228,180837
0.22805620232025908,0.8686049847789155,0.547104291321638,0.043674030810256816,17.367080363542772,227284
0.7036153465391394,0.08815468965722903,0.9118142989855467,0.04564584007801182,15.071372247072395,136792
0.6872078423922025,0.14699685354859393,0.8572222948718478,0.045636793762740734,15.093559081727635,136905
0.8488469757651591,0.2650978370919869,0.004878412808307173,0.04441386540063874,17.619077558770122,65885
0.9380916253728193,0.2646360975585049,0.01241010644175608,0.04459561314039806,17.575093684440386,79198
0.18571651641683884,0.7928626235446222,0.5247785437182869,0.043660389681863386,17.755423062661436,233352
0.27087614203643273,0.8793096719854256,0.48481735238603857,0.043424316816543934,16.21197446848636,215803
0.7122743928316985,0.10742055864367087,0.8676214271754901,0.04563486913814277,15.086713116282494,137098
0.7113016018364158,0.09106512557952902,0.8546657840940155,0.04564118992467252,15.078261886429399,136967
0.8667363437825732,0.29313706341039864,0.05903097496707102,0.04532433276102043,16.273592703904345,114610
0.874598739125592,0.29078713463759737,0.030630797123609572,0.04489103862769969,17.23248836544004,98039
0.4635127165691688,0.907854197520084,0.5415956343950685,0.04483727647929291,15.053656156922639,138653
0.3185762302110928,0.9118792345507155,0.46905389015402127,0.04355997358724991,15.77153048524127,204480
0.7492500628610792,0.05242386485265042,0.8428248537570151,0.04564272880713271,15.065904535635006,136866
0.6870334244449606,0.09515883254884515,0.9703987124276909,0.04565211957621153,15.088501389269974,137033
0.8510021458361203,0.3452346644859657,0.03384479807838271,0.04480388224363153,17.29221687110454,96146
0.8207115002291268,0.25502194917459897,0.06461068457034337,0.04554329421023032,16.066327617793718,118983
